id_item;pontuacao;identificador;texto;id_questao
710;4;B;A baixa densidade demográfica na colônia e a necessidade de braços para a lavoura e para a mineração são argumentos utilizados...;192
711;1;C;Trata-se de um documento legal pelo qual a Rainha de Portugal, D. Maria I, manda extinguir fábricas, oficinas e manufaturas no Brasil...;192
712;5;D;A produção manufatureira e fabril no Brasil é apresentada como uma ameaça ao equilibrio e bom funcionamento das relações comerciais...;192
713;1;A;Claude D'Abbeville descreve em detalhes o território visitado, dando especial destaque à composição fluvial da região...;193
714;4;B;O mangue, vegetação característica da região, é descrito pelo padre como trincheira que funcionava tanto como proteção...;193
715;5;C;A descrição tinha por objetivo mapear a região ainda desconhecida por franceses e portugueses, e garantir um melhor domínio...;193
716;0;D;O relato demonstra que não havia intenção do governo português em deter o avanço dos franceses naquela região inóspita...;193
717;5;A;"O cartaz de ""procura-se"" nos permite inferir que o escravo Fortunato sabia manipular referências culturais da época...";194
718;4;B;Os anúncios de fugas de escravos descreviam os aspectos fisicos, trejeitos e as habilidades dos procurados...;194
719;0;C;O cartaz evidencia o descumprimento dos direitos humanos, uma vez que limita sua liberdade e sua possibilidade de oposição...;194
720;1;D;O anúncio informa sobre a fuga do escravo Fortunato e define a recompensa a ser paga caso ele fosse reconduzido...;194
721;0;A;A ausência do Tribunal do Santo Oficio no Brasil permitiu que acusações que geravam punições severas na Europa ficassem impunes...;195
722;4;B;A magia é apresentada no texto como um meio de negros e índios exercerem certa resistência cotidiana...;195
723;5;C;Os autos da Devassa mostram que o imaginário sobre a prática da magia era compartilhado na sociedade colonial...;195
724;1;D;Joaquim Moreira não conseguiu, apenas olhando o conteúdo do embrulho, diferenciar entre feitiço e remédio...;195
725;1;A;As reservas fazem parte do acervo de um museu, ainda que não sejam expostas ao público e tenham seu acesso restrito.;196
726;5;B;O museu é um lugar de disputas, no qual a curadoria cria seu próprio discurso cultural ao selecionar as obras de arte...;196
727;0;C;O museu é apresentado pelo artigo como um lugar de prazer, em que a arte e os documentos perdem seu valor...;196
728;4;D;O texto defende uma ideia inovadora de museu que, diferente de um espaço disciplinador, deveria interagir com o seu público...;196
729;4;A;A disposição da cena - postura das crianças e da professora, o uniforme escolar, as imagens ao fundo - permite inferir disciplina e patriotismo...;197
730;1;B;A fotografia apresenta uma classe escolar disposta organizadamente ao ar livre, composta por meninos e meninas em torno da professora...;197
731;0;C;As escolas particulares eram mais patrióticas do que as escolas públicas, pois primavam pelo uso obrigatório do uniforme...;197
732;5;D;A exaltação às leis de amparo ao trabalhador, presente no texto do cartaz, faz alusão à Reforma Capanema...;197
733;1;A;"A crônica evidencia o pouco conhecimento náutico que os marinheiros possuíam em ""governar"" as naus (alhos e cebolas).";198
734;5;B;A descrição dos efetivos realizadores das Grandes Navegações nesse texto contrasta com outros relatos de heróis...;198
735;4;C;O texto relata a celebração da partida de uma frota de caravelas portuguesas rumo à Índia no contexto das Grandes Navegações...;198
736;0;D;O conhecimento náutico e suas técnicas descritos no texto seguiam uma ampla tradição partilhada na Escola de Sagres.;198
737;0;A;O desaparecimento do jongo e a inexistência de jongueiros nos dias atuais implicou uma grande perda para a pesquisa histórica...;199
738;1;B;Os pontos de jongo apresentados fazem referência ao fim da escravidão, à atuação da princesa Isabel e à nova condição de homens livres.;199
739;4;C;Embora os jongos sejam frequentemente improvisados, o acervo de expressões baseiam-se em uma tradição coletiva.;199
740;5;D;O uso de metáforas, palavras e expressões de origem africana dificultava a compreensão dos pontos pelos não-escravos...;199
741;4;A;Os menores abandonados vivendo nas condições insalubres descritas no texto demonstram a existência de uma sociedade desigual.;200
742;1;B;O texto descreve o processo de abandono do trapiche e do casarão e de ocupação destes espaços pelos Capitães de Areia.;200
743;0;C;A pobreza e a agressividade das crianças que dormiam no casarão e habitavam o trapiche eram fruto de suas escolhas...;200
744;5;D;A afirmação de que os Capitães da Areia eram os donos da cidade e perseguidos pela polícia permite perceber a contradição...;200
745;0;A;A lei 1831 só passou a ser efetivamente exercida quandos os proprietarios dos navios negreiros começaram a ser indenizados pelo governo britânico, por suas perdas financeiras.;201
746;5;B;"O rótulo ""Lei para inglês ver"" atribuido a lei de 1831 acabou por construir uma leitura simplista da efetiva imrpotancia dessa lei para o processo de emancipação dos escravos no Brasil.";201
747;1;C;O proibição do trafico atlantico de escravos inscrita nas leis de 1831 e de 1850 é fruto de uma serie de acordos iniciados, desde a segunda decada do seculo XIX, entre Brasil e Grâ-Bretanha.;201
748;4;D;"O rótulo ""Lei para inglês ver"" atribuido a lei de 1831 se deve a pouca atuação efetiva do governo brasileiro - mais preocupado com a consolidação politica do Império - em reprimir o tráfico de escravos.";201
749;1;A;"Os ""africanos livres"" ao contrario do que determinava a lei de 1831 não retornavam à Africa, sendo distribuidos no Rio de Janeiro e nas provincias do Imperio para a prestação do tempo de serviço determinado.";202
750;4;B;"A lei de 1831 garantiu a um grande numero de individuos o direito de ser ""africano livre"", direito que seria acionado constantemente nos tribunais na segunda metade do seculo XIX, por defensores dos escravos como Luiz Gama.";202
751;5;C;"Ser ""africano livre"" colocava os individuos encontrados em navios negreiros apresados em uma nova categoria juriica: não eram escravos nem libertos uma vez que estavam sujeitos à tutela e ao trabalho compulsório.";202
752;0;D;"Após 1831, os africanos trazidos ilegalmente para o Brasil ficaram conhecidos como meia-caras, formando um grupo diferente dos chamados ""affricanos livres"".";202
753;5;A;O historiador busca a complexidade do que vê e compreende o processo historico como um processo contraditorio de interação e de tensões entre os seres humanos concretos que vivem em sociedade.;203
754;0;B;"O historiador, em seu objetivo de ""complicar"" - muito mais do que a de explicar -, falseia o passado para libertar-se da mesmice.";203
755;1;C;A pobreza associada à cor da pele e à distribuição social no espaço do Rio de Janeiro são indicios de desigualdade social que o historiador estranha e busca explicar.;203
756;4;D;Ao observar e estranhar seu presente, o historiador busca no passado as explicações para o modo como coisas e pessoas tornaram-se o que são.;203
757;5;A;Embora o corpo de soldados se chamasse Voluntários da Pátria, assim como ocorreu no periodo colonial, os individuos eram recrutados contra a sua vontade.;204
758;1;B;O método de recrutamento representado nas imagens sugere que existia uma alternativa para fugir da guerra, que variava segundo a posição socioeconomica dos individuos, caracterizada tambem pelas vestimentas.;204
759;0;C;"O método de recrutamento baseava-se na voluntariedade da população masculina estimada em 4,9 milhões em 1865, sobretudo, dos africanos entrados ilegalmente no país, libertos e considerados ""escravos da Nação"".";204
760;4;D;"O numero de brasileiros mobilizados para a Guerra foi calculado entre 135 e 200 mil, contando com africanos entrados ilegalmente no país; o Exército foi se consolidadndo no decorrer do conflito.";204
761;1;A;A abertura da mostra chamou atenção pela grandiosidade do evento, que ofereceu destaque a artefatos pouco conhecidos pelos brasileiros, como o Manto Tupinambá.;206
762;0;B;O Manto Tupinambá é importante por manter a sua utilização original como objeto de ritual indígena.;206
763;4;C;A presença do Manto Tupinambá gerou polêmicas sobre sua posse por parte de povoados indígenas na Bahia, que reivindicaram o direito natural sobre a peça.;206
764;5;D;Na trajetória do Manto Tupinambá nota-se diferentes significados culturais: símbolo de culto religioso, um presente diplomático e objeto de inestimável valor artístico.;206
765;5;A;"A propaganda omite a ação imperialista alemã e italiana nos países dos continentes africano e europeu; ao mesmo tempo, critica a exploração estadunidense em relação à economia brasileira.";207
766;1;B;"O texto da propaganda sugere que, enquanto os brasileiros participam da guerra na Europa, os Estados Unidos exploram a economia brasileira; é perceptível na imagem o presidente Roosevelt retratado como uma águia com as garras sobre os recursos naturais brasileiros.";207
767;0;C;A propaganda motiva a revolta do soldado brasileiro em relação à terra natal, com o objetivo de afastá-lo da linha de batalha contra o exército nazifascista.;207
768;4;D;A propaganda condiciona o insucesso da economia brasileira à exploração dos Estados Unidos, que são tratados como os verdadeiros inimigos do Brasil, com o fim de desmotivar os soldados para não agirem contra os nazifascistas.;207
769;1;A;"O processo inquisitorial realizado pela visita do Santo Ofício à Bahia mostra o aumento da perseguição aos ""cristãos novos"" promovido pela União Ibérica.";208
770;5;B;"A prática da delação era um fato comum nos processos inquisitoriais, baseada na observação de atitudes cotidianas como ""trocar a água da casa”, “não consumir gordura animal”, “caiar a casa” e “cozinhar com azeite"".";208
771;4;C;"A inquirida, Maria Lopes, é acusada de realizar práticas da ""lei de Moisés"", o que designava a ""heresia"" de cripto-judaísmo.";208
772;0;D;"É possível inferir que os processos inquisitoriais apresentavam eminentemente um caráter de perseguição política aos ""cristãos novos"", o que demonstra a perda das intenções morais e religiosas originais do movimento contra-reformista católico.";208
773;0;A;As músicas produzidas pelo movimento manguebeat omitiam a realidade do Recife, da cidade, da pobreza e da violência em favor de uma cultura global e sofisticada.;209
774;4;B;A “antena parabólica” que capta, absorve e trabalha as produções pop estrangeiras remete à prática “antropofágica” concebida por Oswald de Andrade em seu Manifesto Antropofágico de 1928.;209
775;5;C;O movimento Mangue Beat expresso também nas músicas de Chico Science e Nação Zumbi e de Mundo Livre S/A alia elementos da cultura popular local, da cultura de massas e da cultura pop, criando um híbrido cultural.;209
776;1;D;O Manifesto alia a questão da natureza local, do desenvolvimento da cidade e da situação vivida pelos seus habitantes para defender uma nova estética musical dos jovens do Recife.;209
777;5;A;"O cartaz propaga a ideia de que o alcance da pauta de reivindicações só será possível por meio de um protesto organizado, liderado pela central sindical, utilizando-se da ""greve geral"" como instrumento de proteção ao trabalhador.";210
778;0;B;"É possível perceber, na pauta de reivindicações do cartaz, propostas que já haviam sido adotadas pelo governo Sarney, tais como a “reforma agrária"" e ""política de reajustes salariais"".";210
779;4;C;"A mensagem da propaganda ""brinca"" com o símbolo de um produto consumido no verão (protetor solar) para veicular sua crítica e oposição a um plano econômico conhecido por ""Plano Verão"".";210
780;1;D;O cartaz evidencia a mobilização de uma central sindical de trabalhadores contra os planos de ajustes econômicos e fiscais elaborados durante o governo do então presidente José Sarney.;210
781;1;A;Caracterizou-se pela recuperação de antigos símbolos, além de firmar em assembleia o compromisso institucional partidário do PRP com o presidente JK.;211
782;5;B;Esforçou-se para reafirmar a memória e identidade do grupo, no sentido de revigorá-las no novo contexto democrático, vinculando o passado ao presente.;211
783;4;C;Procurou reestabelecer um vínculo com o seu período de fundação, convocando antigos militantes, que ficaram descontentes com as alianças político partidárias do PRP.;211
784;0;D;A volta de símbolos integralistas do passado, tal como o sigma, revelava a intenção do partido em democratizar seus princípios e adaptá-los a um Brasil moderno.;211
785;0;A;O término da revolta contra a vacina ocorreu quando o presidente Rodrigues Alves destituiu Oswald Cruz da responsabilidade pelo saneamento na capital federal, responsabilizando-o pelas mortes ocorridas em 1904.;212
786;4;B;A diversidade de grupos sociais aglutinados em torno da não obrigatoriedade da vacina nos permite inferir que uma parcela da population estava insatisfeita com os rumos da política republicana.;212
787;1;C;O texto jornalístico apresenta um momento de intensificação da revolta contra a vacina obrigatória por meio do enfrentamento marcado pela violência entre os populares e a força policial.;212
788;5;D;As obras citadas no texto aludem ao discurso modernizador de Rodrigues Alves que, além de estabelecer políticas de saneamento para a capital, implementava reformas urbanas de caráter excludente.;212
789;0;A;Sepé Tiaraju confrontava a exploração feita pela ordem jesuíta que impunha aos indígenas uma cultura europeia como, por exemplo, a aprendizagem de instrumentos musicais clássicos.;213
790;1;B;O protagonismo do índio Sepé Tiaraju no mural endossa a construção de seu mito na história rio-grandense.;213
791;5;C;Trata-se de um exemplo de arte pública: o painel em azulejos localizado no espaço público interfere na fisionomia urbana, construindo uma narrativa da história regional ao alcance daqueles que ali transitam.;213
792;4;D;O índio Sepé Tiaraju parece receber a ajuda do Arcanjo Miguel numa alusão à força militar dos céus e à justeza de sua guerra.;213
793;1;A;A imagem representa o cenário da guerra Guaranítica que ocorreu no século XVIII e os elementos constitutivos dela: os índios, a religiosidade, as missões jesuíticas e os jesuítas.;214
794;4;B;O episódio retrata um momento das Guerras Guaraníticas que marcou o processo de redefinição dos limites coloniais entre Portugal e Espanha: a revolta dos índios guaranis e dos padres jesuítas após a assinatura do Tratado de Madri.;214
795;0;C;O Tratado de Santo Ildefonso pôs fim à revolta indígena, pois estabeleceu que a Colônia de Sacramento pertenceria aos espanhóis enquanto que os Sete Povos das Missões, à Portugal. Consequentemente os jesuítas poderiam retomar as atividades de catequização nas missões, como mostra a imagem.;214
796;5;D;Os padres jesuítas e os índios guaranis insurgiram-se contra a imposição lusitana, pois não estavam dispostos a perder as terras que garantiam importantes atividades econômicas nem a ficar à sorte dos bandeirantes.;214
797;1;A;A figura mais importante do quadro é feminina, que se diferencia de todas as demais e para a qual se volta a atenção dos outros personagens centrais na cena.;215
798;0;B;Na década de 1920 a historiografia nacional havia provado que a Independência do país foi uma negociação de gabinete e não um ato heróico do Príncipe Regente.;215
799;4;C;Esta pintura histórica, dentro da comemoração do centenário da Independência, traz uma representação muito diferente da do pintor Pedro Américo com seu Independência ou Morte de 1888.;215
800;5;D;Esta representação diplomática do acontecimento contrapõe-se à representação célebre da independência como um fato heroico e militar conduzido pelo futuro Imperador do Brasil.;215
801;5;A;A presença de Brunelli na primeira expedição organizada após o estabelecimento do Tratado de Madrid tem como propósito oferecer critérios de cientificidade para o estudo de uma região economicamente importante à Coroa Portuguesa.;216
802;4;B;A explicação técnica oferecida por Brunelli para descrever o fenômeno da pororoca não se atesta tanto quanto algumas justificativas da população local, as quais ele criticava duramente.;216
803;1;C;Brunelli retrata o fenômeno da pororoca aos europeus, buscando descrever a região em que ela ocorre, as condições cosmológicas que a favorecem e os motivos físicos que a provocam.;216
804;0;D;Por ser um fenômeno que só ocorre no Brasil, era alvo da preocupação da Coroa Portuguesa que buscava conhecer suas características para que seus navegadores não tivessem o mesmo destino do espanhol Vicente Pizon em 1500.;216
805;4;A;O uso das aspas é uma tentativa, nos textos publicados, de criticar o real alcance da independência do Brasil que prosseguia dependente economicamente de outras nações.;217
806;5;B;Sergio Buarque de Holanda argumenta que determinada historiografia buscava minorar a clareza que os contemporâneos a 1822 tinham quanto à importância da independência do Brasil.;217
807;0;C;Sergio Buarque de Holanda inverte o argumento de senso comum afirmando que também Portugal era econômica e politicamente dependente do Brasil.;217
808;1;D;O cerne do argumento de Sergio Buarque de Holanda é que o processo de independência brasileiro é principalmente um processo de ruptura política com Portugal.;217
809;5;A;Sublinhar o aspect da vitimização dos indígenas e da cobiça dos europeus acaba por associar o conhecimento histórico a uma análise simplista dos atos dos homens do passado.;218
810;1;B;O texto indica que os livros didáticos repetem os mitos de identidade nacional e de comunhão com a natureza criados ainda no século XIX.;218
811;0;C;A vitimização indígena é um argumento coerente, pois o trabalho compulsório e as relações de dominação eram desconhecidas pelos nativos da América antes da chegada dos europeus.;218
812;4;D;"As narrativas que ""concentram toda a ação nas mãos europeias"" negam às populações indígenas o caráter de sujeitos históricos e reforçam sua imagem de submissão e apatia.";218
813;1;A;A fotografia é composta por um menino apoiado em uma porta aberta, que observa outro manipulando um conjunto de ossos, que se encontam no interior de uma casa simples, notando-se a terra árida e um caprino na porta.;219
814;0;B;A fotografia, produzida por uma máquina, é um retrato fidedigno da realidade, diferente da pintura que tem a interferência direta do artista.;219
815;4;C;A cena principal refere-se às brincadeiras infantis, nas quais variados objetos tomam forma e vida no imaginário lúdico dos meninos, como no caso em que ossos de animais transformam-se em cavalos, cabras, mulas etc.;219
816;5;D;A representação construída pelo fotógrafo contrapõe a brincadeira da criança e seu universo lúdico de distração à aridez do terreno e pobreza do ambiente.;219
817;1;A;Ambos os textos, publicados em blogs, atestam as novas formas de comunicação e de divulgação veloz de ideias e opiniões, próprios da era da internet.;221
818;5;B;O texto 1 questiona a ideia de que haveria rebeldia ou originalidade neste tipo de humor, vendo-o como preconceito historicamente arraigado.;221
819;5;C;O texto 2 discorda da ideia de que o “politicamente correto” cerceia a liberdade de expressão dos humoristas.;221
820;1;D;Ambos os textos lidam com o tema do preconceito racial e/ou de gênero, questionando os limites do humor.;221
821;4;A;Carlos Gomes foi um dos nomes mais importantes da história da música brasileira, sendo ligado à estética romântica indianista do Brasil.;222
822;0;B;Giuseppe Verdi, importante músico italiano romântico nacionalista, foi referência para Carlos Gomes, cuja obra retratou o processo de Unificação Italiana.;222
823;1;C;A caricatura de Carlos Gomes publicada no jornal italiano de Milão, Gazzetta Musicale, retrata o artista brasileiro como um ‘selvagem’, tal qual entendiam a temática de sua ópera O Guarani.;222
824;0;D;Carlos Gomes era conhecido por discursar a favor da monarquia antes de suas apresentações em espaços públicos, em gratidão a D. Pedro II que financiou seus estudos na Itália.;222
825;4;A;O texto sobre a exposição reconstrói um passado de euforia e entusiasmo que não leva em consideração grande parte dos conflitos decorrentes do pós-guerra tanto no Brasil como no mundo.;223
826;1;B;Fotos, textos, filmes e arquitetura são alguns dos itens utilizados pela exposição para apresentar uma cidade que se modernizava rapidamente na década de 1950, desejando equiparar-se a outras capitais como São Paulo e Rio de Janeiro.;223
827;0;C;Apesar do esforço de transformação da cidade de Curitiba em uma grande metrópole, a cidade não foi escolhida como uma das sedes dos jogos da Copa do Mundo de Futebol de 1950, que privilegiou as capitais Rio de Janeiro, São Paulo, Belo Horizonte, Porto Alegre e Recife.;223
828;5;D;"O texto traz uma leitura do passado a partir dos dias atuais, narrando a história da cidade de Curitiba com um discurso celebratório da modernidade e do ""crescimento a olhos vistos"".";223
829;0;A;A criação do fundo de emancipação contemplava os senhores que optassem por entregar ao cuidado do Estados os filhos de escravas nascidos após 1871.;224
830;5;B;A liberdade de ventre pode ser tomada como uma forma de emancipação gradual, na medida em que eliminava a reprodução da escravidão pelo nascimento.;224
831;1;C;A lei 2.040 de 28 de setembro de 1871 é chamada de Lei do ventre livre por ser essa a sua resolução mais reconhecida e explorada.;224
832;4;D;A prestação de serviços ou o pagamento de 600$000 pelo Estado garantia aos senhores uma indenização pela liberdade de ventre de suas escravas.;224
833;4;A;Ainda hoje, essa canção aparece com sua autoria atribuída também a Torquato Neto, já que o nome deste poeta apareceu como parceiro na primeira edição do LP Caetano Veloso, de 1967.;225
834;1;B;Na canção, Che Guevara é apresentado como “el hombre muerto” de quem não se podia dizer o nome. Essa foi a forma de os compositores burlarem a censura na ditadura militar.;225
835;5;C;No verso “Espero a manhã que cante” Capinan utiliza uma imagem comum às canções de protesto dos anos 1960: a ideia de um futuro revolucionário.;225
836;0;D;Entre os problemas comuns citados pelo compositor estava a grande quantidade de ditaduras de esquerda nos países da América do Sul nas décadas de 1960 e 1970.;225
837;5;A;Observa-se a criação de um padrão de beleza feminino atrelado, por meio do consumo de cosméticos, à manutenção da juventude.;226
838;0;B;A maquiagem era considerada uma prática artificial e imoral para a época, e por isso é criticada no presente anúncio.;226
839;1;C;O texto publicitário, além de trazer uma mensagem que relaciona o uso do produto à conservação da beleza feminina, oferece outras informações, tais como: modo de usar e certificação medicinal.;226
840;4;D;Anúncios deste período eram frequentemente confeccionados com imagens e textos longos e argumentativos, que tinham como público alvo uma classe média urbana com crescente poder aquisitivo.;226
841;1;A;Evita corroborar o argumento de que se recorria a curandeiros no Brasil colonial devido à escassez de médicos, propondo um “ponto de partida” que inclua as traditions culturais locais.;227
842;5;B;Adota um procedimento historiográfico que põe em evidência sujeitos históricos que de outro modo seriam relegados a um papel menor.;227
843;0;C;Indica que tanto as artes de curar praticadas por indígenas ou negros quanto a medicina oficial lusitana estavam atrasadas em relação aos conhecimentos médicos do restante da Europa.;227
844;4;D;Recusa as primeiras evidências que encontra nas fontes históricas - as correspondências entre metrópole e colônia -buscando outras explicações para o seu tema de pesquisa.;227
845;0;A;O autor do texto demonstra como, apesar da apropriação coletiva do futebol após alguns anos de sua introdução no Brasil, o pioneirismo de Charles Miller atesta o poder da ação individual na popularização do jogo.;228
846;4;B;Embora jornalistas não ignorassem a existência do futebol praticado pelas classes populares, poucos distanciaram-se da ideia de que foi a elite que introduziu este esporte no país.;228
847;1;C;A forma como os antigos clubes sistematizaram seus arquivos teve grande influência sobre a história do futebol no Brasil.;228
848;5;D;"O autor questiona a construção do ""mito fundador"" e da necessidade, no caso brasileiro, de atrelá-lo a uma origem branca, europeia e civilizada – representada na figura de Charles Miller.";228
849;5;A;Médicos, pintores, cientistas e astrônomos, dentre outros, acompanharam Maurício de Nassau e indicaram em suas obras aspectos de interesse econômico e cultural da Nova Holanda.;229
850;1;B;Vemos a natureza brasileira representada numa profusão de detalhes que incluem a flora, a fauna e, de pé, os nativos da terra, ao lado de alegorias e do título do livro.;229
851;0;C;O arranjo das árvores, dispostas em fileiras, comprova que o médico Piso não conhecia uma floresta tropical.;229
852;4;D;O casal de nativos é representado aos moldes de um Adão e Eva às portas de um paraíso tropical, do qual nem mesmo a serpente está ausente.;229
853;1;A;No romance Vidas Secas, Graciliano Ramos retrata a miséria do sertão focado numa família de retirantes que vive em constante deslocamento e opressão.;230
854;5;B;O pensamento de Sinhá Vitória em querer uma cama ‘de verdade’ traz a simbologia do desejo de fincar raízes, estabelecer um lugar de morada, contrário à vida de retirantes que perambulam pelo sertão.;230
855;4;C;A obra Vidas Secas de Graciliano Ramos reflete o engajamento do autor e sua denúncia social.;230
856;0;D;As décadas de 1930 e 1940 no Brasil foram marcadas por grandes secas no nordeste, retratadas na literatura regionalista, e levaram o presidente Vargas a criar a SUDENE em 1948.;230
857;1;A;O relato de Marcelo Paiva mostra o desespero...;232
858;0;B;O documento encontrado na casa do coronel é uma lista...;232
859;4;C;A listagem dos pertences de Rubens Paiva é uma prova...;232
860;5;D;O relato do escritor, as afirmativas da polícia à época e a lista dos pertences de Rubens Paiva são indícios diferentes e por vezes contraditórios do mesmo acontecimento.;232
861;4;A;Há desigualdade de forças entre o poder público...;233
862;1;B;A imagem e os versos trazem como personagens principais dos acontecimentos o cortiço Cabeça de Porco e o prefeito Barata Ribeiro.;233
863;5;C;A imagem e os versos omitem a violência envolvida no ato de despejar...;233
864;0;D;O planejamento público conseguiu reverter o problema das moradias irregulares...;233
865;4;A;O ensino e a divulgação dos conhecimentos científicos no Brasil estiveram restritos...;234
866;5;B;Os conhecimentos científicos têm valor estratégico, e a restrição a seu acesso torna-se uma forma de poder.;234
867;0;C;Durante o período colonial, os brasileiros ignoravam a ciência e limitavam-se a receber conteúdos religiosos.;234
868;1;D;O crescimento da imprensa, com o surgimento de periódicos, ampliou os canais de divulgação...;234
869;5;A;Era um método inovador por propor um momento de transição entre a família e o ensino formal, além de trazer a ideia de um aprendizado pleno.;235
870;4;B;Embora tenha alcançado sucesso e sido implantada em outros colégios, esta proposta não ocorreu em larga escala...;235
871;1;C;Era um projeto voltado ao ensino das crianças de 3 a 6 anos e que tinha como bases teóricas...;235
872;0;D;Retirava a rigidez e a disciplina correntes na prática de ensino do século XIX...;235
873;0;A;A função de professora “jardineira” era uma conquista de autonomia...;236
874;1;B;Eram atribuídas às mulheres qualidades profissionais que envolviam características como a meiguice...;236
875;5;C;As mulheres puderam adentrar o espaço público na condição de professoras, na medida em que esta condição preservava uma imagem maternal.;236
876;4;D;Como professoras, as mulheres ganhavam a possibilidade de deixar o espaço privado...;236
877;1;A;Na tela, que representa a saída das monções, podemos observar as embarcações...;237
878;5;B;Essa pintura, assim como outras de mesma temática encontradas, por exemplo, no Museu Paulista, compõem uma memória nacional baseada na construção de um passado heroico paulista.;237
879;0;C;As expedições fluviais ocorridas no século XVIII foram menos relevantes que as bandeiras...;237
880;4;D;Nessas viagens que saíam de Porto Feliz e chegavam à Cuiabá, o papel dos indígenas foi fundamental...;237
881;0;A;Era uma milícia dentre tantas formadas no Brasil...;238
882;4;B;Era uma milícia criada para atuar ao lado daqueles que lutavam contra a ocupação holandesa...;238
883;1;C;Caracterizava-se por ser uma milícia composta principalmente por homens negros forros e escravos...;238
884;5;D;Teve como fundador um indivíduo que, por sua influência e capacidade de liderança, recebeu mercês e graças que não eram destinadas aos negros, sendo restritas até mesmo entre os brancos.;238
885;5;A;A crônica rompe com a divisão tradicional existente na história do Brasil ao criar uma ideia de continuidade política entre o Brasil Imperial e a República, sob o título de “Era Bragança”.;239
886;1;B;O autor escreve a crônica no contexto de incertezas e possibilidades que a eleição presidencial de 2002 trazia...;239
887;0;C;Ao se afirmar a possível vitória de um “Silva” sobre um líder “Bragança”, o autor demonstra a crise política...;239
888;4;D;No texto, a noção de “era”, tal como “Era Vargas” e “Era Bragança”, é uma forma de tentar designar um período histórico...;239
889;5;A;Demonstra que logo no primeiro século de colonização da América Portuguesa já havia constantes incursões para o interior do território, o que contradiz a leitura tradicional que se faz do processo colonizador lusitano.;240
890;0;B;Tem por objetivo mapear a região do Rio São Francisco, descrevendo seus aspectos geográficos...;240
891;4;C;Ressalta a necessidade não apenas de investimento para uma expedição de reconhecimento...;240
892;1;D;Mescla informações geográficas do rio e das regiões que o cercam e as possibilidades de exploração de riquezas...;240
893;4;A;Ao comparar imigrantes a escravos, o relato de Davatz pode ser visto como uma contrapropaganda...;241
894;0;B;O texto aponta que, mesmo passando por condições desfavoráveis... era vantajoso para os imigrantes o trabalho nas lavouras paulistas.;241
895;5;C;As memórias apresentadas no texto pelo narrador descrevem, entre outros aspectos, a busca pelo lucro por parte dos empresários e o favorecimento destes pela esfera pública no Brasil.;241
896;4;D;A narrativa do imigrante suíço levanta aspectos relevantes da história imperial brasileira como a criação do sistema de contratos de parceria...;241
897;4;A;Na pintura, observamos características do movimento modernista brasileiro...;243
898;1;B;A pintura associa samba, sensualidade da mulher e natureza.;243
899;5;C;A tela Samba, apesar de sua importância, era propriedade particular...;243
900;0;D;O fato de a tela ter sido destruída no incêndio não é grave, uma vez que a partir dos registros existentes ela pode ser refeita.;243
901;5;A;Há complexas relações entre memória e história, o que indica que os significados dados ao conflito encontram-se ligados a questões políticas de cada época.;244
902;4;B;As representações do conflito Mucker e de sua líder, Jacobina Mentz, foram sendo ressignificadas...;244
903;0;C;Se comparada aos conflitos de Canudos e do Contestado, a Revolta dos Mucker recebeu muito mais atenção...;244
904;1;D;Parte da historiografia, matérias veiculadas na imprensa nos anos 50 e 60... reforçaram o imaginário negativo...;244
905;1;A;No Renascimento ampliou-se o conhecimento cartográfico, a partir da apropriação de textos antigos...;245
906;0;B;As transformações e as especificidades relativas ao ofício de cartógrafo... sugerem o progresso contínuo do pensamento científico, que superou antigas premissas...;245
907;4;C;O desbravamento dos mares entre os séculos XV e XVI foi possível, em parte, pela preservação e estudo do conhecimento marítimo e cósmico...;245
908;5;D;A viagem de Colombo ao Novo Mundo pode ser lida como um grande exemplo da influência dos mapas antigos...;245
909;4;A;Embora se trate de um estudo de história econômica, é possível perceber que o autor traz uma crítica social à instituição da escravidão no período colonial.;246
910;5;B;O argumento central levanta a hipótese de que os engenhos de açúcar se assemelhavam às fábricas do capitalismo...;246
911;0;C;A comparação do engenho à fábrica não se sustenta, pois a produção fabril localiza-se historicamente no meio urbano.;246
912;1;D;O texto demonstra que a montagem dos engenhos de açúcar no início do período colonial não era uma tarefa simples...;246
913;0;A;A pouca adesão de escravos da região de Queimado à insurreição, bem como a traição (abandono) do líder Frei Gregório...;247
914;5;B;O jornal reforça algumas características do Código Criminal de 1830...;247
915;1;C;O jornal caracteriza os negros revoltosos na categoria de criminosos, além de exaltar as iniciativas do governo, responsáveis por reprimir a insurreição e reestabelecer a “tranquilidade” em São José do Queimado.;247
916;4;D;O pároco da igreja mencionada pelo documento, Frei Gregório - conhecido por sua aversão ao sistema escravocrata...;247
917;1;A;O primeiro croqui mostra a Avenida Juscelino Kubitschek e suas imediações, incorporando sugestões de aproveitamento das características naturais do cerrado.;248
918;4;B;Assim como ocorreu com Brasília ou Goiânia, a capital do novo Estado de Tocantins foi projetada a partir de um concurso nacional.;248
919;5;C;A Praça dos Girassóis, localizada no ponto central da cidade, traz diversos elementos que tentam integrar a jovem capital à história nacional...;248
920;0;D;O planejamento da capital trouxe um gradual fim ao caráter agrário do estado de Tocantins, atraindo indústrias a partir de parcerias entre órgãos públicos e privados.;248
921;0;A;O livro ao registrar a culinária brasileira rejeitava os aspectos da culinária estrangeira.;249
